id,company_name,location,sector,near_term_status,near_term_target_year
9977,Ambea AB (publ.),Suécia,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
9978,Ambius,Suécia,Serviços Especializados ao Consumidor,Comprometido,Não Informado
9979,AMF FASTIGHETER AB,Suécia,Imóveis,Metas definidas,2030
9980,AmTrust Nordic AB,Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
9981,Antaros Medical AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
9982,Anticimex Group AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
9983,Apotea,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2025
9984,Apoteket AB,Suécia,Varejo,Metas definidas,2030
9985,Arjeplog Hotel Silverhatten AB,Suécia,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Metas definidas,2030
9986,Arjo AB,Suécia,Equipamentos e Suprimentos de Saúde,Metas definidas,2030
9987,Arvid Nordquist HAB,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
9988,Arwidsro Fastighets AB,Suécia,Imóveis,Metas definidas,2030
9989,Asker Healthcare Group AB,Suécia,Equipamentos e Suprimentos de Saúde,Metas definidas,2030
9990,Assa Abloy AB,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
9991,Assemblin Caverion Group AB,Suécia,Construção e Engenharia,Metas definidas,2030
9992,Atlas Copco AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
9993,Atrium Ljungberg AB,Suécia,Imóveis,Metas definidas,2031
9994,Attends Healthcare AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
9995,Audiowell Group AB,Suécia,Mídia,Metas definidas,2030
9996,Aura Light International AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
9997,Aurobay Suécia,Suécia,Automóveis e Componentes,Comprometido,Não Informado
9998,Autoliv Inc,Suécia,Automóveis e Componentes,Metas definidas,2030
9999,Automations Partner i Helsingborg AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10000,Avanza Bank Holding AB,Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2027
10001,Avoki HoldCo AB,Suécia,Software e Serviços,Metas definidas,2030
10002,Axfood AB,Suécia,Varejo de Alimentos e Bens Essenciais,Compromisso removido,Não Informado
10003,Axis Communications AB,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10004,Balco Group AB,Suécia,Construção e Engenharia,Comprometido,Não Informado
10005,Baltic Safety Products AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10006,BAMA Foods AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2031
10007,Bama Fresh Cuts AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2031
10008,BDO AB,Suécia,Serviços Especializados ao Consumidor,Comprometido,Não Informado
10009,Beijer Alma AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10010,Beijer Ref AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10011,Bemsiq Group,Suécia,Insumos de Construção,Comprometido,Não Informado
10012,Bemt AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10013,Bertegruppen AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10014,Betsson AB,Suécia,Software e Serviços,Metas definidas,2030
10015,BHG Group,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Compromisso removido,Não Informado
10016,Billerud AB,Suécia,Produtos Florestais,Metas definidas,2030
10017,Billogram AB,Suécia,Software e Serviços,Metas definidas,2030
10018,BioGaia AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10019,Biotage AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
10020,Blentagruppen AB,Suécia,Produção de Alimentos de Origem Animal,Metas definidas,2030
10021,Boliden AB (publ),Suécia,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
10022,Bonava AB,Suécia,Construção Residencial,Metas definidas,2030
10023,Bonnier Books,Suécia,Mídia,Metas definidas,2030
10024,Bonnier News,Suécia,Mídia,Metas definidas,2030
10025,Boozt,Suécia,Varejo,Metas definidas,2032
10026,Boxon Group,Suécia,Recipientes e Embalagens,Metas definidas,2030
10027,Braathens Regional Airlines (BRA) AB,Suécia,Transporte Aéreo - Companhias Aéreas,Metas definidas,2030
10028,Bravida Holding AB,Suécia,Construção e Engenharia,Comprometido,Não Informado
10029,BTS Group AB (publ),Suécia,Serviços Profissionais,Comprometido,Não Informado
10030,Bufab AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2031
10031,Bulten AB,Suécia,Automóveis e Componentes,Metas definidas,2030
10032,Byggmax Group AB,Suécia,Varejo,Metas definidas,2030
10033,Byggvesta AB,Suécia,Imóveis,Metas definidas,2030
10034,Cabonline Group Holding AB,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10035,Café Bar Sverige AB,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
10036,Camfil AB,Suécia,Insumos de Construção,Comprometido,Não Informado
10037,Carnegie Fonder AB,Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2025
10038,Carnegie Holding AB,Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2027
10039,Carspect AB,Suécia,Automóveis e Componentes,Metas definidas,2030
10040,Cary Group AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10041,Castellum AB,Suécia,Imóveis,Metas definidas,2030
10042,Catena AB,Suécia,Imóveis,Metas definidas,2030
10043,Celsius Suécia AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10044,Chemtronica AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10045,Cibus Nordic Real Estate AB (publ),Suécia,Imóveis,Metas definidas,2030
10046,Clas Ohlson AB (publ),Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
10047,Clean Sverige AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10048,Cloetta AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10049,Complyit,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10050,Consafe Logistics AB,Suécia,Software e Serviços,Comprometido,Não Informado
10051,Consid AB,Suécia,Software e Serviços,Metas definidas,2027
10052,Convini Sverige AB,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
10053,Coop Sverige AB,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2026
10054,Coor Service Management Holding AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10055,Corem Property Group AB publ.,Suécia,Imóveis,Metas definidas,2030
10056,CreActive Affärsutveckling AB,Suécia,Serviços Profissionais,Metas definidas,2030
10057,Creative Meetings Unlimited i Stockholm AB,Suécia,Serviços Especializados ao Consumidor,Comprometido,Não Informado
10058,CTEK AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10059,CTT Systems AB,Suécia,Aeroespacial e Defesa,Metas definidas,2030
10060,Cybercom Group AB,Suécia,Software e Serviços,Compromisso removido,Não Informado
10061,Dear Fa Göteborg AB (Dear Friends),Suécia,Serviços Profissionais,Metas definidas,2030
10062,Dedicare Life Science,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10063,Dellner Couplers Group,Suécia,Transporte Terrestre - Estradas de Ferro,Metas definidas,2030
10064,Di Luca & Di Luca AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10065,Diab International AB,Suécia,Insumos de Construção,Metas definidas,2030
10066,Diös Fastigheter,Suécia,Imóveis,Metas definidas,2030
10067,Dormy Golf & Fashion AB,Suécia,Varejo,Metas definidas,2030
10068,Duni Group,Suécia,Produtos Florestais,Metas definidas,2030
10069,Dustin Group AB,Suécia,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
10070,Early Bird AB,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10071,Easel Bidco AB,Suécia,Software e Serviços,Metas definidas,2030
10072,Ecolean,Suécia,Recipientes e Embalagens,Metas definidas,2030
10073,EG Electronics AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10074,Eidra AB,Suécia,Serviços Profissionais,Metas definidas,2030
10075,Einar Mattsson AB,Suécia,Imóveis,Metas definidas,2030
10076,Elanders AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10077,ELE Forsa AB,Suécia,Recipientes e Embalagens,Metas definidas,2030
10078,Electrolux Group,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10079,Electrolux Professional AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10080,Elekta AB,Suécia,Equipamentos e Suprimentos de Saúde,Metas definidas,2031
10081,Eltel AB,Suécia,Serviços de Telecomunicação,Metas definidas,2030
10082,Embracer Group AB,Suécia,Software e Serviços,Metas definidas,2030
10083,engcon AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10084,Envirotainer - ENV Topco AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10085,Epidemic Sound,Suécia,Software e Serviços,Comprometido,Não Informado
10086,Epiroc AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10087,EQT AB Group,Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2030
10088,Ericsson Group,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10089,Espresso House,Suécia,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Compromisso removido,Não Informado
10090,Essinge Rail AB,Suécia,Transporte Terrestre - Estradas de Ferro,Metas definidas,2030
10091,Essity AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10092,Eton Group AB,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10093,Euro Accident,Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10094,Event Logic,Suécia,Software e Serviços,Metas definidas,2030
10095,Ework Group AB,Suécia,Serviços Profissionais,Metas definidas,2030
10096,Fabege AB,Suécia,Imóveis,Metas definidas,2030
10097,Fagerhult Group,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10098,Fasadgruppen Group AB,Suécia,Construção e Engenharia,Metas definidas,2030
10099,Fastighets AB Balder,Suécia,Imóveis,Metas definidas,2030
10100,Fastighets AB Regio,Suécia,Imóveis,Metas definidas,2030
10101,Fastpartner AB,Suécia,Imóveis,Metas definidas,2030
10102,Feelgood Svenska AB,Suécia,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
10103,Fellowmind Holding AB,Suécia,Software e Serviços,Comprometido,Não Informado
10104,FlexCom AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10105,Flyttpoolen Stockholm AB,Suécia,Transporte Terrestre - Estradas e Trilhos,Metas definidas,2030
10106,Foodmark AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10107,Företagsväxter i Knivsta AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10108,Foxway Group AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10109,Fria Bröd AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10110,Fruktbudet i Norden AB,Suécia,Varejo de Alimentos e Bens Essenciais,Comprometido,Não Informado
10111,Futur Pension Försäkringsaktiebolag (publ),Suécia,"Bancos, Finanças Diversas e Seguros",Compromisso removido,Não Informado
10112,Gagnef spårteknik AB,Suécia,Construção e Engenharia,Metas definidas,2030
10113,GANT AB,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10114,Gårö Plåtprodukter AB,Suécia,Insumos de Construção,Metas definidas,2030
10115,Genesta Property Nordics AB,Suécia,Imóveis,Comprometido,Não Informado
10116,Genexis Group,Suécia,Software e Serviços,Metas definidas,2030
10117,Genova Property Group AB,Suécia,Imóveis,Metas definidas,2030
10118,Getinge AB,Suécia,Equipamentos e Suprimentos de Saúde,Metas definidas,2030
10119,Gina Tricot,Suécia,Varejo,Metas definidas,2030
10120,GlobalConnect (Nordic Connectivity AB),Suécia,Serviços de Telecomunicação,Metas definidas,2030
10121,Godsinlösen Nordic AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10122,Gränges AB,Suécia,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
10123,Graniten Engineering AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10124,Granitor Systems AB,Suécia,Software e Serviços,Comprometido,Não Informado
10125,Greenfood AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10126,Grönsaksmästarna Nordic AB,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
10127,Gunnar Dafgård AB,Suécia,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
10128,Gunnebo Holding AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10129,H&M Group,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10130,Haglunds Bygg & Entreprenad AB,Suécia,Construção e Engenharia,Metas definidas,2030
10131,Haldex,Suécia,Transporte Terrestre - Caminhões,Compromisso removido,Não Informado
10132,Hansa Byggpartner AB,Suécia,Construção e Engenharia,Metas definidas,2030
10133,Happy Socks,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10134,Heba Fastighets AB,Suécia,Imóveis,Metas definidas,2030
10135,Heimstaden Bostad AB,Suécia,Imóveis,Metas definidas,2030
10136,Hemnet AB,Suécia,Software e Serviços,Metas definidas,2030
10137,Hemsö Fastighets AB,Suécia,Imóveis,Metas definidas,2030
10138,Hexagon AB,Suécia,Software e Serviços,Metas definidas,2030
10139,Hexatronic Group,Suécia,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
10140,HEXPOL AB,Suécia,Produtos Químicos,Comprometido,Não Informado
10141,Hi3G Access AB,Suécia,Serviços de Telecomunicação,Metas definidas,2030
10142,HL Display AB,Suécia,Varejo,Metas definidas,2030
10143,HMS Networks AB,Suécia,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
10144,Höganäs AB,Suécia,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
10145,Holdit AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10146,Holmen AB,Suécia,Produtos Florestais,Metas definidas,2030
10147,HSB Riksförbund ekonomisk förening,Suécia,Imóveis,Metas definidas,2030
10148,Hufvudstaden AB,Suécia,Imóveis,Metas definidas,2030
10149,Hultafors Group AB,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10150,Humana AB,Suécia,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
10151,Humlegården Fastigheter AB,Suécia,Imóveis,Metas definidas,2030
10152,Husqvarna AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2025
10153,Hydroware AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10154,Hygien Bygg Telge AB,Suécia,Construção e Engenharia,Metas definidas,2030
10155,ICA Gruppen,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
10156,Ideal of Suécia AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10157,If P&C Insurance Holding Ltd. (publ),Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2027
10158,IFS,Suécia,Software e Serviços,Metas definidas,2030
10159,Impact Horizon,Suécia,Mídia,Metas definidas,2030
10160,Impilo AB,Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10161,Indutrade AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10162,Ingager,Suécia,Mídia,Metas definidas,2030
10163,Innovalift,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10164,Instabee Group AB,Suécia,Transporte Terrestre - Caminhões,Comprometido,Não Informado
10165,Inwido AB,Suécia,Insumos de Construção,Metas definidas,2030
10166,ITAB Shop Concept AB,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10167,Iver Management AB,Suécia,Software e Serviços,Metas definidas,2027
10168,J.A. Göthes AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10169,John Mattson Fastighetsföretagen AB,Suécia,Imóveis,Metas definidas,2030
10170,Jonsac AB,Suécia,Recipientes e Embalagens,Metas definidas,2030
10171,K2A Knaust & Andersson,Suécia,Imóveis,Metas definidas,2030
10172,Kährs Group,Suécia,Insumos de Construção,Metas definidas,2030
10173,Kappahl AB,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2032
10174,Karo Healthcare AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10175,KeyPlants AB,Suécia,Construção e Engenharia,Metas definidas,2030
10176,Klarna,Suécia,Software e Serviços,Metas definidas,2030
10177,Knightec,Suécia,Serviços Profissionais,Comprometido,Não Informado
10178,Knowit AB (publ),Suécia,Software e Serviços,Metas definidas,2030
10179,Kungsleden AB,Suécia,Imóveis,Metas definidas,2030
10180,KVD of Suécia,Suécia,Automóveis e Componentes,Metas definidas,2030
10181,L.E. Vegetables Company Aktiebolag,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10182,Lameja Invest AB,Suécia,Recipientes e Embalagens,Metas definidas,2030
10183,Landvetters Styr & Elservice AB,Suécia,Serviços Especializados ao Consumidor,Metas definidas,2030
10184,Lansa Fastigheter AB,Suécia,Imóveis,Metas definidas,2030
10185,Lantmännen Cerealia,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10186,LEAX Group AB,Suécia,Equipamento e Maquinário Elétrico,Compromisso removido,Não Informado
10187,Lernia AB,Suécia,Serviços Profissionais,Comprometido,Não Informado
10188,Lesjöfors AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10189,Lindab International AB,Suécia,Insumos de Construção,Metas definidas,2030
10190,Lintex AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10191,Logent AB,Suécia,Transporte Aéreo de Carga e Logística,Comprometido,Não Informado
10192,Loomis AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10193,Loopia Group AB,Suécia,Software e Serviços,Metas definidas,2030
10194,LSTH Svenska Handelsfastigheter AB,Suécia,Imóveis,Metas definidas,2030
10195,Ludvig & Co Group AB,Suécia,Serviços Profissionais,Metas definidas,2030
10196,Lykke Kaffegårdar,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10197,Magnolia Bostad AB,Suécia,Imóveis,Metas definidas,2030
10198,Malmö Lastbilcentral AB,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10199,Mannheimer Swartling,Suécia,Serviços Profissionais,Metas definidas,2030
10200,Martin & Servera-gruppen,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
10201,MaserFrakt AB,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10202,Maven Wireless Suécia AB,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10203,MedChemtronica AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10204,Medhouse,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10205,MEKO AB,Suécia,Varejo,Comprometido,Não Informado
10206,Mentimeter AB (publ),Suécia,Software e Serviços,Metas definidas,2030
10207,Miclev Medical Products AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10208,Midsona AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10209,MiljöMatematik Malmö AB,Suécia,Serviços Profissionais,Metas definidas,2025
10210,Mips AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10211,MM Sports AB,Suécia,Varejo,Metas definidas,2030
10212,Mölnlycke Health Care AB,Suécia,Equipamentos e Suprimentos de Saúde,Metas definidas,2030
10213,Mousetrapper AB,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10214,Movator AB,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10215,MTR Nordic Group,Suécia,Transporte Terrestre - Estradas de Ferro,Metas definidas,2025
10216,Multeral AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10217,Munters Group AB,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10218,Mycronic AB,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10219,N-iX,Suécia,Software e Serviços,Comprometido,Não Informado
10220,N-O-D Network of Design AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10221,NA-KD,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10222,NCAB Group AB,Suécia,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
10223,Nederman Holding AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10224,NEFAB AB,Suécia,Recipientes e Embalagens,Comprometido,Não Informado
10225,Nepa Suécia AB,Suécia,Serviços Profissionais,Metas definidas,2030
10226,Netel Holding AB (publ),Suécia,Serviços de Telecomunicação,Metas definidas,2030
10227,Nexer Group AB,Suécia,Serviços Profissionais,Comprometido,Não Informado
10228,Nilörngruppen AB,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
10229,Nitton93 Inredningar AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10230,Nobia AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2026
10231,Nobina AB,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10232,Nolato AB,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10233,Nominit AB,Suécia,Automóveis e Componentes,Metas definidas,2030
10234,Norbag AB,Suécia,Recipientes e Embalagens,Metas definidas,2030
10235,Nord-Lock Group,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10236,Nordic Capital Cooperation Group SA,Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2028
10237,Nordic Climate Group AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10238,Nordic Leisure Travel Group AB,Suécia,Transporte Aéreo - Companhias Aéreas,Metas definidas,2030
10239,Nordlo Group AB,Suécia,Software e Serviços,Comprometido,Não Informado
10240,Nordnet AB,Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10241,Normative,Suécia,Software e Serviços,Metas definidas,2030
10242,Norrmejerier Ekonomisk förening,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10243,Norron Asset Management,Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2026
10244,Norstedts Förlagsgrupp AB,Suécia,Mídia,Metas definidas,2030
10245,NP3 Fastigheter AB (publ),Suécia,Imóveis,Metas definidas,2030
10246,Nyskördade Morötter i Fjälkinge AB,Suécia,Produção de Alimentos Agrícolas,Metas definidas,2030
10247,O. Kavli AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10248,O'Learys Group AB,Suécia,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Comprometido,Não Informado
10249,Ocab Group Holding AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10250,Ockelbo Schakt och Transport AB,Suécia,Construção e Engenharia,Metas definidas,2030
10251,Office Depot Svenska AB,Suécia,Varejo,Metas definidas,2030
10252,Oh My Greens AB,Suécia,Produção de Alimentos Agrícolas,Metas definidas,2030
10253,Oleter Group AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10254,Olink Holding AB (publ),Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
10255,Oljibe AB,Suécia,Construção e Engenharia,Metas definidas,2030
10256,Olle Nyberg Chark AB,Suécia,Produção de Alimentos de Origem Animal,Metas definidas,2030
10257,Omegapoint,Suécia,Software e Serviços,Comprometido,Não Informado
10258,Open Air Group,Suécia,Varejo,Metas definidas,2030
10259,OptiGroup,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10260,OSS Nordic AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10261,Österbergs Industrihandel AB,Suécia,Varejo,Comprometido,Não Informado
10262,Ovako AB,Suécia,"Mineração - Ferro, Alumínio e Outros Metais",Compromisso removido,Não Informado
10263,OX2 AB,Suécia,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
10264,Pagero AB,Suécia,Software e Serviços,Comprometido,Não Informado
10265,Pandox AB,Suécia,Imóveis,Metas definidas,2030
10266,PCI Holding VI AB,Suécia,"Bancos, Finanças Diversas e Seguros",Metas definidas,2028
10267,PDSVISION Group AB,Suécia,Software e Serviços,Metas definidas,2030
10268,Peak Performance Production AB,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Compromisso removido,Não Informado
10269,Permascand Top Holding AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2033
10270,Perstorp Holding AB,Suécia,Produtos Químicos,Metas definidas,2030
10271,PION Group AB,Suécia,Serviços Profissionais,Comprometido,Não Informado
10272,PlantVision AB,Suécia,Software e Serviços,Metas definidas,2030
10273,Platzer Fastigheter Holding AB (publ),Suécia,Imóveis,Metas definidas,2030
10274,Polarica AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10275,Polarium Energy Solutions AB,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10276,Polarn O. Pyret AB,Suécia,Varejo,Comprometido,Não Informado
10277,Polygon Group AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10278,PostNord AB,Suécia,Transporte Aéreo de Carga e Logística,Metas definidas,2030
10279,Presto Holding AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10280,Prisma Properties AB,Suécia,Imóveis,Metas definidas,2030
10281,Probi,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10282,Proton Group,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10283,Ratos AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10284,Recipharm,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10285,Reitan Convenience Suécia AB,Suécia,Varejo,Metas definidas,2030
10286,Rejlers AB,Suécia,Construção e Engenharia,Metas definidas,2030
